2.6666667,2.6666667,2.6666667,0.0833333,0.0833333,9.0000000,9.0000000,2.7500000
1.1666667,2.7500000,2.7500000,2.7500000,2.7500000,7.5000000,7.5000000,0.0833333
4.9166667,4.9166667,4.9166667,4.9166667,4.9166667,4.9166667,3.8333333,4.9166667
3.8333333,4.9166667,4.9166667,4.9166667,4.9166667,2.6666667,2.6666667,0.0833333
2.6666667,2.6666667,2.6666667,0.0833333,0.0833333,9.0000000,9.0000000,0.0833333
9.0000000,0.0833333,6.8333333,0.0833333,0.0833333,4.9166667,4.9166667,0.0833333
4.9166667,2.7500000,2.7500000,2.7500000,2.7500000,2.7500000,4.9166667,0.0833333
2.6666667,0.0833333,8.5833333,4.9166667,4.9166667,4.9166667,8.5833333,4.9166667
0.0833333,4.9166667,4.9166667,4.9166667,4.9166667,4.9166667,4.9166667,4.9166667
4.9166667,4.9166667,4.9166667,7.5000000,7.5000000,7.5000000,2.6666667,2.3333333
4.9166667,0.0833333,0.0833333,2.6666667,2.6666667,2.6666667,4.9166667,6.4166667
4.2500000,6.4166667,2.6666667,6.4166667,6.4166667,3.7500000,3.7500000,6.4166667
4.2500000,4.2500000,4.2500000,6.4166667,6.4166667,6.4166667,6.4166667,6.4166667
2.7500000,6.4166667,6.3333333,4.2500000,4.2500000,4.2500000,8.5833333,2.3333333
6.4166667,8.5833333,8.5833333,8.5833333,8.5833333,8.5833333,4.9166667,2.3333333
8.5833333,2.3333333,6.4166667,0.0833333,0.0833333,0.0833333,6.4166667,0.0833333
6.0000000,6.0000000,6.0000000,0.0833333,0.0833333,2.7500000,2.7500000,0.0833333
6.0000000,0.0833333,3.7500000,6.0000000,6.0000000,6.0000000,3.7500000,1.6666667
0.0833333,3.7500000,3.7500000,4.9166667,4.9166667,4.9166667,0.0833333,4.9166667
3.8333333,4.9166667,3.8333333,4.9166667,4.9166667,6.0000000,6.0000000,1.6666667
0.0833333,0.0833333,0.0833333,1.6666667,1.6666667,3.7500000,3.7500000,6.0000000
4.9166667,6.0000000,8.5833333,6.0000000,6.0000000,0.0833333,0.0833333,1.6666667
6.0000000,1.6666667,1.6666667,4.9166667,4.9166667,4.9166667,3.7500000,1.6666667
8.5833333,1.6666667,3.7500000,6.0000000,6.0000000,6.0000000,3.7500000,3.8333333
1.6666667,3.7500000,3.7500000,3.8333333,3.8333333,0.0833333,0.0833333,3.8333333
3.7500000,3.8333333,0.0833333,3.7500000,3.7500000,3.7500000,7.5000000,2.3333333
3.8333333,3.8333333,3.8333333,1.1666667,1.1666667,1.1666667,3.8333333,1.1666667
0.0833333,1.1666667,0.0833333,1.1666667,1.1666667,1.1666667,1.1666667,3.4166667
1.1666667,6.0000000,6.0000000,3.4166667,3.4166667,3.8333333,3.8333333,3.4166667
3.8333333,3.4166667,4.8333333,1.1666667,1.1666667,1.1666667,6.0000000,3.4166667
3.7500000,1.1666667,1.1666667,1.1666667,1.1666667,1.1666667,8.5833333,3.4166667
3.7500000,3.4166667,1.1666667,1.1666667,1.1666667,1.1666667,0.0833333,3.4166667
1.1666667,1.1666667,1.1666667,3.4166667,3.4166667,8.5833333,8.5833333,6.0000000
6.0000000,6.0000000,6.0000000,6.0000000,6.0000000,7.4166667,7.4166667,2.3333333
3.4166667,6.0000000,6.0000000,1.1666667,1.1666667,1.1666667,6.3333333,1.1666667
1.1666667,1.1666667,1.1666667,1.1666667,1.1666667,1.1666667,1.1666667,2.3333333
0.0833333,0.0833333,0.0833333,2.3333333,2.3333333,6.0000000,6.0000000,1.1666667
3.4166667,1.1666667,6.0000000,1.1666667,1.1666667,3.8333333,3.8333333,7.5000000
6.0000000,3.4166667,3.4166667,3.4166667,3.4166667,3.4166667,3.7500000,7.5000000
6.0000000,7.5000000,6.0000000,6.0000000,6.0000000,6.0000000,6.0000000,7.5000000
7.5000000,3.4166667,3.4166667,7.5000000,7.5000000,8.5833333,8.5833333,1.1666667
9.6666667,1.1666667,3.7500000,1.1666667,1.1666667,6.0000000,6.0000000,3.4166667
3.7500000,7.5000000,7.5000000,4.8333333,4.8333333,4.8333333,7.5000000,2.3333333
5.3333333,2.3333333,4.8333333,2.3333333,2.3333333,5.3333333,5.3333333,1.1666667
7.5000000,7.5000000,7.5000000,1.1666667,1.1666667,3.4166667,3.4166667,1.1666667
3.4166667,1.1666667,5.3333333,7.5000000,7.5000000,7.5000000,7.5000000,3.4166667
9.6666667,1.1666667,1.1666667,3.4166667,3.4166667,3.4166667,9.6666667,3.4166667
7.5000000,3.4166667,1.1666667,7.0833333,7.0833333,7.0833333,1.1666667,3.4166667
3.4166667,3.4166667,3.4166667,3.4166667,3.4166667,1.1666667,1.1666667,3.4166667
7.0833333,3.4166667,7.0833333,4.8333333,4.8333333,4.8333333,7.0833333,3.4166667
6.0000000,6.0000000,6.0000000,3.4166667,3.4166667,3.4166667,1.1666667,2.7500000
6.0000000,2.7500000,2.7500000,2.7500000,2.7500000,7.0833333,7.0833333,3.4166667
2.7500000,1.1666667,1.1666667,3.4166667,3.4166667,4.8333333,4.8333333,2.7500000
3.4166667,2.7500000,7.0833333,2.7500000,2.7500000,4.8333333,4.8333333,4.9166667
7.0833333,3.4166667,3.4166667,2.7500000,2.7500000,2.7500000,6.0000000,4.9166667
4.8333333,4.9166667,9.6666667,7.0833333,7.0833333,7.0833333,7.0833333,4.9166667
4.9166667,4.8333333,4.8333333,4.9166667,4.9166667,4.9166667,4.9166667,1.1666667
1.1666667,1.1666667,4.9166667,1.1666667,1.1666667,9.6666667,9.6666667,1.2500000
3.4166667,2.2500000,2.2500000,4.5000000,4.5000000,4.5000000,2.2500000,4.5000000
2.2500000,4.5000000,4.5000000,4.5000000,4.5000000,2.2500000,2.2500000,2.3333333
4.5000000,4.5000000,4.5000000,2.3333333,2.3333333,4.5000000,4.5000000,2.3333333
4.9166667,2.3333333,9.6666667,2.2500000,2.2500000,2.2500000,7.5000000,8.5833333
2.2500000,2.3333333,2.3333333,2.2500000,2.2500000,2.2500000,2.2500000,8.5833333
9.6666667,8.5833333,4.5000000,4.5000000,4.5000000,4.5000000,4.8333333,8.5833333
4.5000000,4.5000000,4.5000000,8.5833333,8.5833333,2.2500000,2.2500000,3.4166667
4.5000000,3.4166667,9.6666667,3.4166667,3.4166667,4.5000000,4.5000000,2.3333333
3.4166667,3.4166667,3.4166667,8.5833333,8.5833333,8.5833333,6.0000000,2.2500000
7.0833333,2.2500000,8.5833333,2.2500000,2.2500000,2.2500000,2.2500000,2.3333333
2.2500000,4.8333333,4.8333333,2.3333333,2.3333333,8.5833333,8.5833333,8.5833333
3.4166667,8.5833333,1.1666667,8.5833333,8.5833333,7.0833333,7.0833333,2.3333333
2.2500000,4.5000000,4.5000000,4.5000000,4.5000000,4.5000000,4.9166667,2.3333333
7.0833333,2.3333333,4.5000000,4.8333333,4.8333333,4.8333333,0.7500000,2.2500000
2.3333333,7.0833333,7.0833333,2.2500000,2.2500000,8.5833333,8.5833333,2.2500000
7.0833333,2.2500000,4.5000000,8.5833333,8.5833333,8.5833333,7.0833333,9.6666667
0.7500000,2.3333333,2.3333333,2.3333333,2.3333333,2.3333333,7.0833333,4.5000000
4.8333333,4.5000000,8.5833333,4.5000000,4.5000000,5.9166667,5.9166667,4.5000000
3.4166667,3.4166667,3.4166667,4.5000000,4.5000000,4.5000000,4.5000000,4.5000000
2.2500000,4.5000000,8.5833333,2.2500000,2.2500000,2.2500000,6.4166667,9.6666667
4.5000000,8.5833333,8.5833333,8.5833333,8.5833333,8.5833333,6.4166667,9.6666667
4.5000000,9.6666667,4.5000000,4.5000000,4.5000000,4.5000000,2.2500000,2.3333333
8.1666667,8.1666667,8.1666667,2.3333333,2.3333333,2.2500000,2.2500000,2.3333333
8.1666667,2.3333333,2.2500000,4.5000000,4.5000000,4.5000000,8.1666667,9.6666667
4.5000000,4.5000000,4.5000000,4.5000000,4.5000000,4.5000000,4.5000000,4.5000000
4.5000000,4.5000000,4.5000000,4.5000000,4.5000000,7.0833333,7.0833333,9.6666667
4.5000000,4.5000000,4.5000000,9.6666667,9.6666667,3.8333333,3.8333333,2.2500000
4.5000000,2.2500000,3.8333333,2.2500000,2.2500000,3.8333333,3.8333333,6.0000000
3.3333333,9.6666667,9.6666667,3.8333333,3.8333333,3.8333333,5.9166667,6.0000000
3.8333333,6.0000000,8.1666667,2.3333333,2.3333333,2.3333333,5.9166667,6.0000000
6.0000000,3.8333333,3.8333333,6.0000000,6.0000000,6.0000000,6.0000000,8.1666667
6.0000000,8.1666667,0.7500000,8.1666667,8.1666667,8.1666667,8.1666667,1.2500000
6.0000000,6.0000000,6.0000000,9.6666667,9.6666667,9.6666667,6.0000000,5.5833333
2.2500000,5.5833333,2.2500000,5.5833333,5.5833333,2.3333333,2.3333333,9.6666667
5.5833333,3.3333333,3.3333333,9.6666667,9.6666667,5.5833333,5.5833333,9.6666667
3.3333333,9.6666667,6.0000000,3.3333333,3.3333333,3.3333333,5.5833333,4.5000000
9.6666667,3.4166667,3.4166667,3.4166667,3.4166667,3.4166667,3.4166667,4.5000000
5.5833333,4.5000000,3.4166667,9.6666667,9.6666667,9.6666667,5.5833333,4.5000000
3.3333333,3.3333333,3.3333333,4.5000000,4.5000000,8.1666667,8.1666667,5.5833333
3.3333333,5.5833333,9.6666667,5.5833333,5.5833333,5.5833333,5.5833333,1.2500000
4.5000000,5.5833333,5.5833333,4.5000000,4.5000000,4.5000000,8.1666667,5.5833333
3.3333333,5.5833333,4.5000000,5.5833333,5.5833333,0.7500000,0.7500000,1.2500000
5.5833333,3.3333333,3.3333333,1.2500000,1.2500000,9.6666667,9.6666667,3.4166667
3.3333333,3.4166667,9.6666667,3.4166667,3.4166667,3.3333333,3.3333333,0.7500000
3.3333333,3.4166667,3.4166667,3.4166667,3.4166667,3.4166667,5.9166667,0.7500000
3.4166667,0.7500000,9.6666667,9.6666667,9.6666667,9.6666667,4.5000000,0.7500000
0.7500000,3.4166667,3.4166667,0.7500000,0.7500000,5.5833333,5.5833333,3.4166667
8.1666667,3.4166667,5.5833333,3.4166667,3.4166667,4.4166667,4.4166667,3.0000000
5.9166667,0.7500000,0.7500000,3.3333333,3.3333333,3.3333333,0.7500000,0.7500000
8.1666667,0.7500000,3.3333333,0.7500000,0.7500000,3.3333333,3.3333333,0.7500000
0.7500000,0.7500000,0.7500000,0.7500000,0.7500000,3.4166667,3.4166667,0.7500000
3.4166667,0.7500000,3.4166667,8.1666667,8.1666667,8.1666667,0.7500000,3.0000000
5.5833333,5.5833333,5.5833333,5.5833333,5.5833333,5.5833333,7.0000000,3.0000000
4.5000000,3.0000000,4.5000000,5.5833333,5.5833333,5.5833333,5.5833333,0.7500000
0.7500000,0.7500000,0.7500000,0.7500000,0.7500000,3.3333333,3.3333333,0.7500000
0.7500000,0.7500000,9.6666667,9.6666667,9.6666667,9.6666667,9.5833333,3.0000000
0.7500000,5.5833333,5.5833333,3.0000000,3.0000000,3.0000000,5.5833333,0.7500000
3.4166667,0.7500000,3.4166667,0.7500000,0.7500000,5.5833333,5.5833333,3.0000000
0.7500000,9.2500000,9.2500000,3.0000000,3.0000000,5.5833333,5.5833333,5.5833333
5.5833333,5.5833333,0.7500000,5.5833333,5.5833333,5.5833333,5.5833333,7.0833333
5.5833333,3.0000000,3.0000000,8.1666667,8.1666667,8.1666667,5.5833333,7.0833333
9.2500000,7.0833333,3.3333333,0.7500000,0.7500000,0.7500000,5.5833333,7.0833333
7.0833333,3.3333333,3.3333333,7.0833333,7.0833333,4.9166667,4.9166667,4.4166667
3.3333333,4.4166667,4.9166667,4.4166667,4.4166667,3.3333333,3.3333333,1.9166667
4.9166667,7.0833333,7.0833333,7.0833333,7.0833333,7.0833333,7.0833333,3.0000000
3.4166667,3.0000000,7.0833333,3.0000000,3.0000000,4.9166667,4.9166667,0.7500000
3.0000000,7.0833333,7.0833333,0.7500000,0.7500000,9.2500000,9.2500000,0.7500000
9.2500000,0.7500000,5.5833333,3.0000000,3.0000000,3.0000000,7.0833333,3.0000000
0.7500000,0.7500000,0.7500000,6.6666667,6.6666667,6.6666667,6.6666667,3.0000000
7.0000000,3.0000000,0.7500000,0.7500000,0.7500000,0.7500000,3.3333333,3.0000000
6.6666667,6.6666667,6.6666667,3.0000000,3.0000000,4.4166667,4.4166667,5.5833333
0.7500000,5.5833333,4.4166667,5.5833333,5.5833333,4.4166667,4.4166667,3.0000000
5.5833333,5.5833333,5.5833333,2.3333333,2.3333333,2.3333333,4.5000000,2.3333333
6.6666667,2.3333333,2.3333333,2.3333333,2.3333333,0.7500000,0.7500000,3.0000000
4.4166667,4.4166667,4.4166667,3.0000000,3.0000000,6.6666667,6.6666667,2.3333333
6.6666667,2.3333333,4.4166667,2.3333333,2.3333333,6.6666667,6.6666667,3.0000000
2.3333333,2.3333333,2.3333333,2.3333333,2.3333333,2.3333333,4.4166667,3.0000000
9.2500000,3.0000000,4.4166667,6.6666667,6.6666667,6.6666667,6.6666667,4.5000000
3.0000000,4.4166667,4.4166667,4.5000000,4.5000000,4.5000000,4.5000000,4.5000000
0.7500000,4.5000000,4.5000000,0.7500000,0.7500000,0.7500000,9.2500000,1.9166667
4.4166667,3.0000000,3.0000000,1.8333333,1.8333333,1.8333333,4.5000000,4.0833333
4.4166667,4.0833333,1.8333333,4.0833333,4.0833333,0.7500000,0.7500000,4.0833333
1.8333333,1.8333333,1.8333333,4.0833333,4.0833333,4.0833333,4.0833333,4.0833333
6.6666667,4.0833333,6.6666667,4.5000000,4.5000000,4.5000000,9.2500000,1.9166667
4.5000000,1.8333333,1.8333333,1.8333333,1.8333333,1.8333333,7.0000000,1.9166667
6.6666667,1.9166667,4.4166667,1.8333333,1.8333333,1.8333333,9.2500000,4.0833333
4.0833333,4.0833333,4.0833333,4.0833333,4.0833333,1.8333333,1.8333333,4.0833333
1.8333333,4.0833333,1.8333333,1.8333333,1.8333333,1.8333333,1.8333333,8.1666667
4.0833333,9.2500000,9.2500000,3.0000000,3.0000000,3.0000000,4.0833333,3.0000000
6.6666667,3.0000000,6.6666667,3.0000000,3.0000000,8.0833333,8.0833333,8.1666667
6.6666667,6.6666667,6.6666667,8.1666667,8.1666667,1.8333333,1.8333333,1.8333333
1.8333333,1.8333333,1.8333333,1.8333333,1.8333333,4.4166667,4.4166667,8.1666667
1.8333333,8.1666667,8.1666667,3.0000000,3.0000000,3.0000000,0.7500000,8.1666667
8.5833333,8.1666667,6.6666667,1.8333333,1.8333333,1.8333333,6.6666667,4.0833333
8.1666667,4.5000000,4.5000000,4.0833333,4.0833333,6.6666667,6.6666667,4.0833333
4.0833333,4.0833333,1.8333333,4.4166667,4.4166667,4.4166667,0.3333333,1.9166667
8.1666667,6.6666667,6.6666667,8.1666667,8.1666667,8.1666667,6.6666667,1.8333333
6.6666667,1.8333333,4.0833333,1.8333333,1.8333333,8.1666667,8.1666667,1.9166667
1.8333333,0.3333333,0.3333333,1.9166667,1.9166667,1.8333333,1.8333333,1.9166667
6.6666667,1.9166667,4.4166667,8.1666667,8.1666667,8.1666667,4.4166667,4.0833333
5.5000000,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,6.0000000,4.0833333
5.5000000,4.0833333,3.0000000,1.8333333,1.8333333,1.8333333,8.1666667,4.0833333
1.8333333,1.8333333,1.8333333,4.0833333,4.0833333,4.0833333,4.0833333,8.1666667
4.0833333,8.1666667,1.8333333,8.1666667,8.1666667,4.0833333,4.0833333,1.9166667
4.0833333,1.8333333,1.8333333,4.0833333,4.0833333,4.0833333,0.3333333,7.7500000
4.0833333,7.7500000,4.0833333,7.7500000,7.7500000,1.8333333,1.8333333,1.9166667
7.7500000,1.8333333,1.8333333,1.9166667,1.9166667,4.0833333,4.0833333,4.0833333
4.0833333,4.0833333,4.5000000,4.0833333,4.0833333,4.0833333,4.0833333,4.0833333
7.7500000,4.0833333,4.0833333,4.0833333,4.0833333,4.0833333,7.7500000,4.0833333
6.6666667,4.0833333,6.6666667,4.0833333,4.0833333,4.0833333,5.5000000,4.0833333
4.0833333,3.4166667,3.4166667,4.0833333,4.0833333,3.4166667,3.4166667,1.8333333
7.7500000,1.8333333,3.4166667,1.8333333,1.8333333,2.9166667,2.9166667,9.2500000
5.5000000,3.4166667,3.4166667,3.4166667,3.4166667,3.4166667,3.4166667,1.9166667
7.7500000,1.9166667,5.5000000,1.9166667,1.9166667,7.7500000,7.7500000,5.5833333
3.4166667,3.4166667,3.4166667,5.5833333,5.5833333,5.5833333,5.5833333,5.5833333
5.5833333,5.5833333,0.3333333,7.7500000,7.7500000,7.7500000,7.7500000,9.2500000
5.5833333,5.5833333,5.5833333,5.5833333,5.5833333,5.5833333,7.7500000,9.2500000
5.5000000,9.2500000,1.8333333,1.8333333,1.8333333,1.8333333,1.8333333,5.1666667
1.9166667,1.9166667,1.9166667,5.1666667,5.1666667,2.9166667,2.9166667,5.1666667
5.1666667,5.1666667,5.1666667,2.9166667,2.9166667,2.9166667,5.5833333,9.2500000
5.1666667,2.9166667,2.9166667,9.2500000,9.2500000,9.2500000,2.9166667,3.0000000
5.1666667,3.0000000,3.0000000,3.0000000,3.0000000,5.1666667,5.1666667,9.2500000
3.0000000,0.3333333,0.3333333,9.2500000,9.2500000,2.9166667,2.9166667,2.9166667
9.2500000,2.9166667,2.9166667,2.9166667,2.9166667,7.7500000,7.7500000,4.0833333
2.9166667,9.2500000,9.2500000,5.1666667,5.1666667,5.1666667,5.1666667,4.0833333
4.4166667,4.0833333,5.5000000,5.1666667,5.1666667,5.1666667,5.1666667,4.0833333
4.0833333,2.9166667,2.9166667,4.0833333,4.0833333,5.1666667,5.1666667,5.1666667
0.3333333,5.1666667,0.3333333,5.1666667,5.1666667,2.9166667,2.9166667,1.5000000
4.0833333,9.2500000,9.2500000,2.9166667,2.9166667,2.9166667,9.2500000,3.0000000
7.7500000,3.0000000,2.9166667,3.0000000,3.0000000,2.9166667,2.9166667,3.0000000
3.0000000,2.9166667,2.9166667,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000
9.2500000,3.0000000,1.7500000,9.2500000,9.2500000,9.2500000,1.8333333,0.3333333
9.2500000,3.0000000,3.0000000,5.1666667,5.1666667,5.1666667,2.9166667,0.3333333
7.7500000,0.3333333,5.1666667,3.0000000,3.0000000,3.0000000,4.0000000,0.3333333
5.5000000,5.5000000,5.5000000,0.3333333,0.3333333,1.4166667,1.4166667,2.9166667
3.0000000,2.9166667,7.7500000,2.9166667,2.9166667,7.7500000,7.7500000,0.3333333
2.9166667,2.9166667,2.9166667,0.3333333,0.3333333,0.3333333,5.1666667,3.0000000
9.2500000,3.0000000,0.3333333,3.0000000,3.0000000,3.0000000,3.0000000,0.3333333
3.0000000,7.7500000,7.7500000,0.3333333,0.3333333,5.1666667,5.1666667,5.1666667
5.1666667,5.1666667,5.5000000,5.1666667,5.1666667,4.0833333,4.0833333,0.3333333
4.0833333,5.1666667,5.1666667,5.1666667,5.1666667,5.1666667,5.5000000,0.3333333
2.9166667,0.3333333,9.2500000,2.9166667,2.9166667,2.9166667,9.2500000,0.3333333
0.3333333,9.2500000,9.2500000,0.3333333,0.3333333,9.2500000,9.2500000,0.3333333
7.0833333,0.3333333,5.1666667,5.1666667,5.1666667,5.1666667,9.2500000,2.5833333
5.1666667,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,8.8333333,0.3333333
5.1666667,0.3333333,2.9166667,0.3333333,0.3333333,8.8333333,8.8333333,5.1666667
5.1666667,5.1666667,5.1666667,5.1666667,5.1666667,0.3333333,0.3333333,5.1666667
5.1666667,5.1666667,5.1666667,5.1666667,5.1666667,5.1666667,2.9166667,2.5833333
5.1666667,5.1666667,5.1666667,7.7500000,7.7500000,7.7500000,8.8333333,2.5833333
2.9166667,2.5833333,5.1666667,0.3333333,0.3333333,0.3333333,6.5833333,6.6666667
2.9166667,2.9166667,2.9166667,6.6666667,6.6666667,4.5000000,4.5000000,6.6666667
2.9166667,6.6666667,4.5000000,4.0000000,4.0000000,4.0000000,2.9166667,2.5833333
4.5000000,4.5000000,4.5000000,6.6666667,6.6666667,6.6666667,4.5000000,6.6666667
6.6666667,6.6666667,3.0000000,6.6666667,6.6666667,6.5833333,6.5833333,2.5833333
4.5000000,4.5000000,4.5000000,2.5833333,2.5833333,6.6666667,6.6666667,8.8333333
8.8333333,8.8333333,6.6666667,8.8333333,8.8333333,5.1666667,5.1666667,0.3333333
8.8333333,2.5833333,2.5833333,0.3333333,0.3333333,0.3333333,6.5833333,0.3333333
6.6666667,0.3333333,6.6666667,6.2500000,6.2500000,6.2500000,6.5833333,0.3333333
0.3333333,3.0000000,3.0000000,0.3333333,0.3333333,6.2500000,6.2500000,6.2500000
4.0000000,6.2500000,0.3333333,6.2500000,6.2500000,4.0000000,4.0000000,2.5833333
0.3333333,4.0000000,4.0000000,5.1666667,5.1666667,5.1666667,4.0000000,5.1666667
0.3333333,5.1666667,4.0833333,5.1666667,5.1666667,4.0833333,4.0833333,1.9166667
5.1666667,6.2500000,6.2500000,1.9166667,1.9166667,0.3333333,0.3333333,1.9166667
0.3333333,1.9166667,6.2500000,4.0000000,4.0000000,4.0000000,0.3333333,1.9166667
5.1666667,6.2500000,6.2500000,6.2500000,6.2500000,6.2500000,4.0000000,1.9166667
0.3333333,1.9166667,6.2500000,1.9166667,1.9166667,1.9166667,6.2500000,1.9166667
5.1666667,5.1666667,5.1666667,1.9166667,1.9166667,8.8333333,8.8333333,6.2500000
4.0000000,6.2500000,6.2500000,6.2500000,6.2500000,4.0000000,4.0000000,2.5833333
1.9166667,4.0000000,4.0000000,4.0833333,4.0833333,4.0833333,4.0000000,4.0833333
0.3333333,4.0833333,4.0833333,4.0833333,4.0833333,0.3333333,0.3333333,2.5833333
4.0000000,4.0000000,4.0000000,2.5833333,2.5833333,4.0833333,4.0833333,1.4166667
4.0833333,1.4166667,4.0000000,1.4166667,1.4166667,4.0833333,4.0833333,3.6666667
0.3333333,1.4166667,1.4166667,1.4166667,1.4166667,1.4166667,5.1666667,3.6666667
1.4166667,3.6666667,4.0833333,6.2500000,6.2500000,6.2500000,6.2500000,3.6666667
3.6666667,4.0833333,4.0833333,3.6666667,3.6666667,4.0833333,4.0833333,1.4166667
5.0833333,1.4166667,6.5833333,1.4166667,1.4166667,6.2500000,6.2500000,2.5833333
4.0000000,1.4166667,1.4166667,1.4166667,1.4166667,1.4166667,1.4166667,3.6666667
8.8333333,3.6666667,4.0000000,3.6666667,3.6666667,1.4166667,1.4166667,3.6666667
1.4166667,1.4166667,1.4166667,3.6666667,3.6666667,1.4166667,1.4166667,3.6666667
1.4166667,3.6666667,4.0833333,8.8333333,8.8333333,8.8333333,4.0833333,2.5833333
6.2500000,6.2500000,6.2500000,6.2500000,6.2500000,6.2500000,6.2500000,2.5833333
7.6666667,2.5833333,5.1666667,6.2500000,6.2500000,6.2500000,6.2500000,1.4166667
1.4166667,1.4166667,1.4166667,1.4166667,1.4166667,1.4166667,1.4166667,1.4166667
1.4166667,1.4166667,4.0000000,1.4166667,1.4166667,1.4166667,0.2500000,7.7500000
0.3333333,0.3333333,0.3333333,2.5833333,2.5833333,2.5833333,8.1666667,1.4166667
6.2500000,1.4166667,3.6666667,1.4166667,1.4166667,6.2500000,6.2500000,7.7500000
1.4166667,4.0833333,4.0833333,7.7500000,7.7500000,6.2500000,6.2500000,3.6666667
3.6666667,3.6666667,1.4166667,3.6666667,3.6666667,4.0000000,4.0000000,7.7500000
6.2500000,7.7500000,7.7500000,6.2500000,6.2500000,6.2500000,1.4166667,7.7500000
6.2500000,7.7500000,6.2500000,3.6666667,3.6666667,3.6666667,6.2500000,1.4166667
7.7500000,8.8333333,8.8333333,1.4166667,1.4166667,9.9166667,9.9166667,1.4166667
4.0000000,1.4166667,3.6666667,6.2500000,6.2500000,6.2500000,4.0000000,1.5000000
4.0000000,7.7500000,7.7500000,5.0833333,5.0833333,5.0833333,5.5833333,2.5833333
7.7500000,2.5833333,5.0833333,2.5833333,2.5833333,5.0833333,5.0833333,1.4166667
2.5833333,5.5833333,5.5833333,1.4166667,1.4166667,7.7500000,7.7500000,1.4166667
7.7500000,1.4166667,7.7500000,3.6666667,3.6666667,3.6666667,4.0833333,3.6666667
3.6666667,1.4166667,1.4166667,7.7500000,7.7500000,7.7500000,3.6666667,3.6666667
7.7500000,3.6666667,1.4166667,1.4166667,1.4166667,1.4166667,7.7500000,3.6666667
3.6666667,3.6666667,3.6666667,3.6666667,3.6666667,7.7500000,7.7500000,7.3333333
1.4166667,7.3333333,1.4166667,7.3333333,7.3333333,1.4166667,1.4166667,3.6666667
3.6666667,3.6666667,3.6666667,3.6666667,3.6666667,3.6666667,4.0833333,3.6666667
1.4166667,3.6666667,3.6666667,3.6666667,3.6666667,7.3333333,7.3333333,3.6666667
5.0833333,5.0833333,5.0833333,3.6666667,3.6666667,6.2500000,6.2500000,3.6666667
6.2500000,3.6666667,5.0833333,3.6666667,3.6666667,1.4166667,1.4166667,3.6666667
6.2500000,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,5.1666667,3.6666667
7.3333333,3.6666667,3.0000000,1.4166667,1.4166667,1.4166667,2.5000000,3.0000000
3.6666667,5.0833333,5.0833333,3.0000000,3.0000000,3.6666667,3.6666667,3.0000000
7.3333333,3.0000000,7.3333333,5.0833333,5.0833333,5.0833333,5.0833333,1.5000000
7.3333333,3.6666667,3.6666667,3.0000000,3.0000000,3.0000000,3.0000000,5.1666667
6.2500000,5.1666667,3.0000000,5.1666667,5.1666667,9.9166667,9.9166667,5.1666667
7.3333333,7.3333333,7.3333333,5.1666667,5.1666667,5.1666667,5.1666667,5.1666667
5.0833333,5.1666667,7.7500000,5.1666667,5.1666667,5.1666667,5.0833333,1.5000000
1.4166667,1.4166667,1.4166667,1.4166667,1.4166667,1.4166667,9.9166667,1.5000000
9.9166667,1.5000000,5.0833333,2.5000000,2.5000000,2.5000000,3.6666667,4.7500000
4.7500000,4.7500000,4.7500000,4.7500000,4.7500000,2.5000000,2.5000000,4.7500000
4.7500000,4.7500000,1.4166667,2.5000000,2.5000000,2.5000000,5.1666667,8.8333333
4.7500000,4.7500000,4.7500000,2.5833333,2.5833333,2.5833333,7.3333333,2.5833333
4.7500000,2.5833333,5.1666667,2.5833333,2.5833333,9.9166667,9.9166667,8.8333333
2.5000000,2.5000000,2.5000000,8.8333333,8.8333333,2.5000000,2.5000000,2.5000000
2.5833333,2.5000000,7.3333333,2.5000000,2.5000000,2.5000000,2.5000000,8.8333333
9.9166667,8.8333333,8.8333333,4.7500000,4.7500000,4.7500000,4.0000000,8.8333333
5.0833333,8.8333333,2.5000000,4.7500000,4.7500000,4.7500000,7.3333333,3.6666667
8.8333333,2.5000000,2.5000000,3.6666667,3.6666667,4.7500000,4.7500000,3.6666667
9.9166667,3.6666667,9.9166667,4.7500000,4.7500000,4.7500000,2.5000000,9.9166667
3.6666667,3.6666667,3.6666667,8.8333333,8.8333333,8.8333333,8.7500000,2.5000000
6.2500000,2.5000000,7.3333333,2.5000000,2.5000000,8.8333333,8.8333333,2.5833333
2.5000000,2.5000000,2.5000000,2.5833333,2.5833333,2.5000000,2.5000000,2.5833333
5.0833333,2.5833333,7.3333333,8.8333333,8.8333333,8.8333333,1.3333333,2.5833333
3.6666667,8.8333333,8.8333333,8.8333333,8.8333333,8.8333333,9.2500000,2.5833333
7.3333333,2.5833333,2.5000000,4.7500000,4.7500000,4.7500000,7.3333333,2.5833333
4.7500000,4.7500000,4.7500000,2.5833333,2.5833333,7.3333333,7.3333333,5.0833333
4.7500000,5.0833333,4.7500000,5.0833333,5.0833333,1.0000000,1.0000000,9.9166667
2.5833333,7.3333333,7.3333333,2.5000000,2.5000000,2.5000000,7.3333333,2.5000000
